Ensambel	Gene Name	Gene Type	Normal-1	Normal-2	Normal-3	Normal-4	Tumor-1	Tumor-2	Tumor-3	Tumor-4
302	ENSG00000011465.18	DCN	protein_coding	3568	60409	19388	9529	11084	8723	20743	46810
303	ENSG00000011478.13	QPCTL	protein_coding	202	532	539	193	716	773	1018	197
304	ENSG00000011485.15	PPP5C	protein_coding	1706	3974	5843	1998	3544	4726	13892	1508
305	ENSG00000011523.14	CEP68	protein_coding	1015	2780	1862	1570	955	2029	2323	2558
306	ENSG00000011566.15	MAP4K3	protein_coding	1034	7287	5587	7603	1952	6270	12859	3369
307	ENSG00000011590.14	ZBTB32	protein_coding	53	76	50	4	46	162	110	37
308	ENSG00000011600.12	TYROBP	protein_coding	332	702	2947	150	1232	2819	998	375
309	ENSG00000011638.11	TMEM159	protein_coding	2715	2331	1237	438	3383	1421	1768	1177
310	ENSG00000011677.13	GABRA3	protein_coding	88	15	886	4	116	2	1727	8
311	ENSG00000012048.23	BRCA1	protein_coding	393	1314	6151	1236	1754	1078	3612	457
312	ENSG00000012061.16	ERCC1	protein_coding	1617	2320	1754	835	12683	2393	5712	1494
313	ENSG00000012124.17	CD22	protein_coding	1013	866	140	50	25	160	451	59
314	ENSG00000012171.20	SEMA3B	protein_coding	290	14030	2634	4445	115	3442	10588	3557
315	ENSG00000012174.12	MBTPS2	protein_coding	696	2410	5828	989	487	1068	4199	1296
316	ENSG00000012211.13	PRICKLE3	protein_coding	1921	1584	3225	528	3400	1135	2735	536
317	ENSG00000012223.13	LTF	protein_coding	463	14753	378	605	10	103	421	1698
318	ENSG00000012232.9	EXTL3	protein_coding	3032	5603	10931	2097	16669	3900	7715	3558
319	ENSG00000012504.15	NR1H4	protein_coding	1	27	3	8	0	5	2061	2
320	ENSG00000012660.14	ELOVL5	protein_coding	1491	1781	3467	723	4738	2838	3431	3111
321	ENSG00000012779.11	ALOX5	protein_coding	1130	1225	2001	269	325	2339	2571	268
322	ENSG00000012817.16	KDM5D	protein_coding	2266	1	1227	2595	2796	1802	1430	3855
323	ENSG00000012822.16	CALCOCO1	protein_coding	2478	7664	2725	3538	3015	3022	7143	7686
324	ENSG00000012963.15	UBR7	protein_coding	1288	3355	2671	1785	2331	1388	2827	1497
325	ENSG00000012983.11	MAP4K5	protein_coding	2564	5340	3582	1880	3388	2854	5972	1854
326	ENSG00000013016.16	EHD3	protein_coding	11079	1296	2488	197	505	1528	2451	613
327	ENSG00000013275.8	PSMC4	protein_coding	2837	4070	7324	1788	8163	7321	20144	1725
328	ENSG00000013288.9	MAN2B2	protein_coding	2562	11844	6813	4017	5793	6106	13079	4997
329	ENSG00000013293.6	SLC7A14	protein_coding	0	41	2	22	0	1	7	562
330	ENSG00000013297.12	CLDN11	protein_coding	71	321	66	48	10	77	188	83
331	ENSG00000013306.16	SLC25A39	protein_coding	10470	9692	14535	5594	25829	7719	15048	2565
332	ENSG00000013364.19	MVP	protein_coding	5242	34776	26175	9374	18511	13225	25550	4618
333	ENSG00000013374.16	NUB1	protein_coding	1084	4920	3179	1932	2652	2395	6256	1959
334	ENSG00000013375.16	PGM3	protein_coding	796	8187	8470	2159	5041	2890	7121	1441
335	ENSG00000013392.8	RWDD2A	protein_coding	94	629	913	364	547	288	625	368
336	ENSG00000013441.16	CLK1	protein_coding	2447	10250	3095	4065	4626	4688	9916	4683
337	ENSG00000013503.10	POLR3B	protein_coding	1265	1392	2914	625	1881	524	3454	454
338	ENSG00000013523.11	ANGEL1	protein_coding	700	2818	6362	1348	1868	1725	4293	1781
339	ENSG00000013561.18	RNF14	protein_coding	1076	3741	3911	2430	3180	1794	4697	2663
340	ENSG00000013563.14	DNASE1L1	protein_coding	399	1027	1958	367	1080	625	1702	331
341	ENSG00000013573.17	DDX11	protein_coding	643	2846	4408	935	1831	1442	3490	583
342	ENSG00000013583.10	HEBP1	protein_coding	1118	986	1648	1174	2235	1195	3800	1166
343	ENSG00000013588.9	GPRC5A	protein_coding	8077	43449	110073	18330	13583	70714	105969	4759
344	ENSG00000013619.14	MAMLD1	protein_coding	201	597	316	305	1379	849	364	809
345	ENSG00000013725.14	CD6	protein_coding	364	568	784	125	47	1665	846	108
346	ENSG00000013810.20	TACC3	protein_coding	1300	2028	7990	1862	6865	2644	4185	232
347	ENSG00000014123.10	UFL1	protein_coding	2255	7096	8920	2666	3391	2523	11487	2995
348	ENSG00000014138.9	POLA2	protein_coding	82	263	319	210	346	165	548	115
349	ENSG00000014164.7	ZC3H3	protein_coding	2302	4633	4591	1308	6806	3352	5197	1483
350	ENSG00000014216.16	CAPN1	protein_coding	54110	30154	21910	9392	49462	10445	38305	6527
351	ENSG00000014257.16	ACP3	protein_coding	5833	1500	1149	454	93	261	1316	79
352	ENSG00000014641.21	MDH1	protein_coding	3781	7261	8689	8702	7149	3604	11996	4330
353	ENSG00000014824.14	SLC30A9	protein_coding	2823	9400	5649	4145	5427	3622	8474	3309
354	ENSG00000014914.21	MTMR11	protein_coding	386	2738	4376	317	1899	3141	10329	870
355	ENSG00000014919.13	COX15	protein_coding	897	4084	5296	1749	1787	1462	7455	1404
356	ENSG00000015133.19	CCDC88C	protein_coding	3195	7076	11952	3050	6516	4521	10264	1633
357	ENSG00000015153.15	YAF2	protein_coding	507	1121	1212	555	870	993	1841	724
358	ENSG00000015171.20	ZMYND11	protein_coding	2416	9447	11490	4468	4177	3808	11741	8987
359	ENSG00000015285.11	WAS	protein_coding	443	626	1070	78	213	923	850	114
360	ENSG00000015413.9	DPEP1	protein_coding	3	10	171	16	6	130	71	26
361	ENSG00000015475.19	BID	protein_coding	340	1396	2767	663	1504	2956	2565	382
362	ENSG00000015479.20	MATR3	protein_coding	110	887	216	254	90	287	1163	437
363	ENSG00000015520.15	NPC1L1	protein_coding	466	290	298	30	7	3761	3070	93
364	ENSG00000015532.10	XYLT2	protein_coding	1030	6728	4848	12428	2925	2138	4386	7241
365	ENSG00000015568.13	RGPD5	protein_coding	9	33	24	14	6	10	43	15
366	ENSG00000015592.16	STMN4	protein_coding	2	1	1	2	0	4	0	73
367	ENSG00000015676.18	NUDCD3	protein_coding	5917	9880	4990	3078	8828	4161	13951	4250
368	ENSG00000016082.15	ISL1	protein_coding	1	312	85	136	82	8	237	414
369	ENSG00000016391.11	CHDH	protein_coding	126	3683	6899	1256	19	2434	5384	752
370	ENSG00000016402.13	IL20RA	protein_coding	627	1672	1863	367	1160	60	479	466
371	ENSG00000016490.16	CLCA1	protein_coding	3	9	100	1	4	33	56	1
372	ENSG00000016602.9	CLCA4	protein_coding	56583	2220	81	1	563	23	82	0
373	ENSG00000016864.18	GLT8D1	protein_coding	653	3379	3285	1200	1720	1724	2519	1159
374	ENSG00000017260.20	ATP2C1	protein_coding	3313	12842	12290	4568	10957	7273	13924	3696
375	ENSG00000017427.17	IGF1	protein_coding	20	228	37	54	2	57	191	141
376	ENSG00000017483.15	SLC38A5	protein_coding	383	318	12432	381	89	788	8594	642
377	ENSG00000017797.13	RALBP1	protein_coding	7891	10379	10111	3904	17722	10254	7221	3762
378	ENSG00000018189.13	RUFY3	protein_coding	2426	5001	3280	2057	1932	1740	5744	2513
379	ENSG00000018236.15	CNTN1	protein_coding	307	1737	99	192	6453	4	351	4837
380	ENSG00000018280.17	SLC11A1	protein_coding	47	379	1471	90	1173	1329	852	264
381	ENSG00000018408.15	WWTR1	protein_coding	4391	9287	6471	3476	7546	8020	12187	26382
382	ENSG00000018510.17	AGPS	protein_coding	1537	8357	9617	2460	7093	3286	10086	1742
383	ENSG00000018607.7	ZNF806	transcribed_unprocessed_pseudogene	5	3	6	3	0	2	2	1
384	ENSG00000018610.15	CXorf56	protein_coding	371	933	1721	357	760	840	1538	313
385	ENSG00000018625.15	ATP1A2	protein_coding	1232	1508	10	171	0	33	334	11739
386	ENSG00000018699.13	TTC27	protein_coding	579	1048	2079	693	1819	859	3236	574
387	ENSG00000018869.17	ZNF582	protein_coding	34	160	25	40	4	36	247	130
388	ENSG00000019102.12	VSIG2	protein_coding	1071	38974	3205	16220	6	3078	2827	6253
389	ENSG00000019144.19	PHLDB1	protein_coding	639	7067	3674	2949	1232	5379	6158	5691
390	ENSG00000019169.10	MARCO	protein_coding	79	129	432	19	36	56	52	114
391	ENSG00000019186.10	CYP24A1	protein_coding	108	16	473	5	418	64	266	2
392	ENSG00000019485.13	PRDM11	protein_coding	732	1280	2246	716	1107	692	6018	2328
393	ENSG00000019505.8	SYT13	protein_coding	13	1878	2739	2429	3	6008	633	1040
394	ENSG00000019549.13	SNAI2	protein_coding	320	1235	1483	189	9866	1060	814	342
395	ENSG00000019582.15	CD74	protein_coding	42270	68441	197139	16222	26990	283567	46451	19164
396	ENSG00000019991.18	HGF	protein_coding	71	725	648	249	125	2135	4694	206
397	ENSG00000019995.6	ZRANB1	protein_coding	1172	1701	2516	636	1157	1161	3308	1315
398	ENSG00000020129.16	NCDN	protein_coding	1561	3691	5087	1479	4859	2999	5159	2010
399	ENSG00000020181.18	ADGRA2	protein_coding	1512	6743	7467	1351	2490	6933	6118	6174
400	ENSG00000020219.9	CCT8L1P	processed_pseudogene	0	21	1	14	0	1	4	27
401	ENSG00000020256.20	ZFP64	protein_coding	825	2032	4793	628	2304	1243	4740	449
402	ENSG00000020426.11	MNAT1	protein_coding	255	634	878	260	937	408	930	298
403	ENSG00000020577.14	SAMD4A	protein_coding	291	2032	1841	1488	735	3319	4047	4688
404	ENSG00000020633.19	RUNX3	protein_coding	832	689	6775	111	246	2453	984	150
405	ENSG00000020922.13	MRE11	protein_coding	798	2778	4814	960	1448	1054	4498	1360
406	ENSG00000021300.14	PLEKHB1	protein_coding	137	1316	4571	471	22	981	3251	802
407	ENSG00000021355.13	SERPINB1	protein_coding	80063	30767	17783	9545	69427	12737	16847	3037
408	ENSG00000021461.17	CYP3A43	protein_coding	0	5	1	2	1	1	13	2
409	ENSG00000021488.13	SLC7A9	protein_coding	2	23	28	5	4	85	3449	6
410	ENSG00000021574.13	SPAST	protein_coding	1081	2928	3212	1000	1938	1246	8542	923
411	ENSG00000021645.20	NRXN3	protein_coding	125	477	105	67	31	19	911	1739
412	ENSG00000021762.20	OSBPL5	protein_coding	882	2879	2001	952	2865	1364	3325	2473
413	ENSG00000021776.11	AQR	protein_coding	2963	8026	10972	2909	7110	4858	8958	2879
414	ENSG00000021826.17	CPS1	protein_coding	859	315	643	40	520	275	5421	243
415	ENSG00000021852.13	C8B	protein_coding	1	0	2	0	0	0	1	0
416	ENSG00000022267.19	FHL1	protein_coding	3000	15689	1236	3945	839	1495	5022	66607
417	ENSG00000022277.13	RTF2	protein_coding	1836	3559	4609	1277	3595	2776	6848	1918
418	ENSG00000022355.18	GABRA1	protein_coding	0	17	0	17	0	0	6	23
419	ENSG00000022556.16	NLRP2	protein_coding	1533	2462	7194	1195	3591	99	27614	74
420	ENSG00000022567.10	SLC45A4	protein_coding	582	13987	6064	3531	1063	5735	7244	1600
421	ENSG00000022840.16	RNF10	protein_coding	18163	18199	16650	8536	18125	9983	18286	9341
422	ENSG00000022976.15	ZNF839	protein_coding	197	627	1338	198	290	205	811	279
423	ENSG00000023041.11	ZDHHC6	protein_coding	1324	5144	4928	1756	2811	2543	7687	1273
424	ENSG00000023171.18	GRAMD1B	protein_coding	63	8738	8399	2294	185	1476	5783	1437
425	ENSG00000023191.17	RNH1	protein_coding	15282	7343	8361	2825	17045	6726	12219	4339
426	ENSG00000023228.14	NDUFS1	protein_coding	5527	15793	18109	10938	6995	4704	21787	9228
427	ENSG00000023287.13	RB1CC1	protein_coding	3547	7286	9902	4748	4336	3973	8929	4572
428	ENSG00000023318.8	ERP44	protein_coding	3435	8856	5481	4199	12133	5528	7992	2775
429	ENSG00000023330.15	ALAS1	protein_coding	2598	12263	11464	3338	5794	4252	7481	1560
430	ENSG00000023445.16	BIRC3	protein_coding	1067	16890	9292	2735	7415	27504	49318	3372
431	ENSG00000023516.9	AKAP11	protein_coding	3239	11429	11278	3886	4094	2950	10942	7043
432	ENSG00000023572.10	GLRX2	protein_coding	610	1928	1430	1043	1195	760	2953	839
433	ENSG00000023608.5	SNAPC1	protein_coding	114	362	397	126	598	273	424	155
434	ENSG00000023697.13	DERA	protein_coding	1467	2619	2677	1111	3489	1244	4094	790
435	ENSG00000023734.11	STRAP	protein_coding	3927	7391	13800	3863	12979	6103	11779	4275
436	ENSG00000023839.12	ABCC2	protein_coding	33	122	2402	48	119	61	17852	77
437	ENSG00000023892.11	DEF6	protein_coding	1627	2414	1655	412	3916	1418	1378	454
438	ENSG00000023902.14	PLEKHO1	protein_coding	921	1375	1401	359	605	3290	968	2550
439	ENSG00000023909.10	GCLM	protein_coding	796	1838	2026	1340	1619	1454	5780	706
440	ENSG00000024048.11	UBR2	protein_coding	2606	8783	8730	3521	4238	10253	9987	3703
441	ENSG00000024422.12	EHD2	protein_coding	6092	17942	14626	2815	32963	17834	17944	19181
442	ENSG00000024526.17	DEPDC1	protein_coding	261	691	5425	591	1499	415	2051	29
443	ENSG00000024862.18	CCDC28A	protein_coding	410	1604	945	853	598	640	966	636
444	ENSG00000025039.15	RRAGD	protein_coding	3998	438	407	71	230	372	3093	526
445	ENSG00000025156.13	HSF2	protein_coding	308	1125	1329	473	881	468	1360	516
446	ENSG00000025293.17	PHF20	protein_coding	1400	4547	4670	1583	4442	3388	5691	4090
447	ENSG00000025423.11	HSD17B6	protein_coding	146	423	67	101	162	15	191	404
448	ENSG00000025434.19	NR1H3	protein_coding	192	2327	2848	507	394	851	9673	472
449	ENSG00000025708.14	TYMP	protein_coding	1929	2229	5279	574	28828	5033	7355	499
450	ENSG00000025770.19	NCAPH2	protein_coding	1485	2871	2330	1453	3074	2255	3879	1253
451	ENSG00000025772.8	TOMM34	protein_coding	1008	2092	14026	1523	3033	3288	6056	760
452	ENSG00000025796.14	SEC63	protein_coding	2007	9323	14464	4104	9214	6110	12228	6291
453	ENSG00000025800.14	KPNA6	protein_coding	5377	12453	9906	5228	9515	6053	14748	5757
454	ENSG00000026025.16	VIM	protein_coding	3145	23770	15011	4824	7483	28699	17959	17645
455	ENSG00000026036.22	RTEL1-TNFRSF6B	protein_coding	48	401	96	156	66	342	861	177
456	ENSG00000026103.22	FAS	protein_coding	980	1789	1158	238	1388	1012	1012	394
457	ENSG00000026297.16	RNASET2	protein_coding	661	6058	5636	878	814	4667	2249	884
458	ENSG00000026508.20	CD44	protein_coding	27890	17324	66452	2870	122121	25588	14160	6368
459	ENSG00000026559.14	KCNG1	protein_coding	633	38	72	6	30	68	975	14
460	ENSG00000026652.15	AGPAT4	protein_coding	209	2179	946	283	2976	1837	4326	875
461	ENSG00000026751.17	SLAMF7	protein_coding	894	540	5400	71	1129	5269	808	467
462	ENSG00000026950.17	BTN3A1	protein_coding	549	4593	4349	893	931	2032	5462	1157
463	ENSG00000027001.10	MIPEP	protein_coding	936	1313	4299	729	1837	420	1577	544
464	ENSG00000027075.15	PRKCH	protein_coding	4390	1805	2109	548	3617	3604	2524	876
465	ENSG00000027644.5	INSRR	protein_coding	3	42	8	108	3	18	25	129
466	ENSG00000027697.15	IFNGR1	protein_coding	1784	6080	14044	2413	12170	5472	25066	2733
467	ENSG00000027847.14	B4GALT7	protein_coding	720	1873	2153	789	1685	1512	2212	939
468	ENSG00000027869.12	SH2D2A	protein_coding	97	240	1148	71	1100	952	835	48
469	ENSG00000028116.18	VRK2	protein_coding	598	888	1959	477	2925	715	2311	545
470	ENSG00000028137.19	TNFRSF1B	protein_coding	488	3879	6262	1310	631	7046	6767	1343
471	ENSG00000028203.18	VEZT	protein_coding	2713	4883	5843	1707	6755	5530	11911	3083
472	ENSG00000028277.21	POU2F2	protein_coding	836	967	1739	127	634	3496	2239	371
473	ENSG00000028310.18	BRD9	protein_coding	826	3426	31432	1380	2830	2576	4545	1330
474	ENSG00000028528.15	SNX1	protein_coding	5372	10371	6993	4390	6665	5958	8761	10754
475	ENSG00000028839.10	TBPL1	protein_coding	239	798	1244	589	715	384	1581	397
476	ENSG00000029153.14	ARNTL2	protein_coding	4396	7779	5230	1995	12903	4587	5880	470
477	ENSG00000029363.17	BCLAF1	protein_coding	5169	15466	17286	6724	8379	6263	22616	7865
478	ENSG00000029364.12	SLC39A9	protein_coding	4131	12931	12937	4938	8132	5067	16802	4112
479	ENSG00000029534.21	ANK1	protein_coding	72	740	474	211	384	634	1163	94
480	ENSG00000029559.7	IBSP	protein_coding	0	1	305	2	57	264	71	0
481	ENSG00000029639.11	TFB1M	protein_coding	390	735	1227	257	621	291	864	162
482	ENSG00000029725.17	RABEP1	protein_coding	1000	5338	3781	1731	4346	1712	4073	2756
483	ENSG00000029993.15	HMGB3	protein_coding	492	1275	5369	706	3759	1290	1548	234
484	ENSG00000030066.13	NUP160	protein_coding	2125	5081	14171	2172	5922	3933	16311	2365
485	ENSG00000030110.13	BAK1	protein_coding	683	4081	6129	988	6899	2531	4087	503
486	ENSG00000030304.14	MUSK	protein_coding	40	1034	22	183	8	6	282	383
487	ENSG00000030419.16	IKZF2	protein_coding	5808	6799	1600	440	328	497	1223	318
488	ENSG00000030582.18	GRN	protein_coding	86125	40222	33279	9093	68952	34192	41591	9292
489	ENSG00000031003.10	FAM13B	protein_coding	605	3149	3379	1379	943	1625	2465	3673
490	ENSG00000031081.11	ARHGAP31	protein_coding	1491	2627	3946	1043	509	6989	3394	2465
491	ENSG00000031691.7	CENPQ	protein_coding	109	359	838	145	380	683	714	156
492	ENSG00000031698.13	SARS1	protein_coding	6812	9375	9686	4003	18505	5845	14807	4591
493	ENSG00000031823.14	RANBP3	protein_coding	2445	5786	4237	1986	4699	2392	6198	2666
494	ENSG00000032219.19	ARID4A	protein_coding	1089	5765	2554	1991	1255	2362	5233	2984
495	ENSG00000032389.13	EIPR1	protein_coding	908	1399	2598	514	2057	1552	4074	320
496	ENSG00000032444.17	PNPLA6	protein_coding	3932	6390	7393	2274	5931	3336	8284	2599
497	ENSG00000032742.18	IFT88	protein_coding	182	1139	1367	436	446	292	1942	512
498	ENSG00000033011.13	ALG1	protein_coding	381	1961	2474	751	1452	1049	2191	505
499	ENSG00000033030.15	ZCCHC8	protein_coding	1161	2634	2290	1078	2148	1737	3577	1099
500	ENSG00000033050.9	ABCF2	protein_coding	422	984	1601	596	2613	595	1960	581
501	ENSG00000033100.16	CHPF2	protein_coding	1664	8541	7076	2340	6045	5107	8299	1984
502	ENSG00000033122.21	LRRC7	protein_coding	23	91	25	45	17	25	142	94
503	ENSG00000033170.17	FUT8	protein_coding	306	12990	6337	5852	600	3149	8241	2176
504	ENSG00000033178.13	UBA6	protein_coding	2313	8323	8648	2222	11324	3926	9851	1846
505	ENSG00000033327.13	GAB2	protein_coding	4165	2936	2964	1731	1492	1893	4005	1845
506	ENSG00000033627.17	ATP6V0A1	protein_coding	4760	8387	13339	2101	7104	6088	24527	4260
507	ENSG00000033800.14	PIAS1	protein_coding	3704	6909	5215	2486	3883	4579	9247	3352
508	ENSG00000033867.16	SLC4A7	protein_coding	791	3922	4103	1327	6357	3473	1866	3514
509	ENSG00000034053.14	APBA2	protein_coding	285	300	550	80	396	225	2389	110
510	ENSG00000034152.19	MAP2K3	protein_coding	3648	8765	8664	3864	7488	10776	9732	2365
511	ENSG00000034239.11	EFCAB1	protein_coding	1	16	4	7	19	4	6	16
512	ENSG00000034510.6	TMSB10	protein_coding	17655	29293	41300	11136	149384	39273	39274	6501
513	ENSG00000034533.12	ASTE1	protein_coding	281	1123	629	317	440	491	1869	280
514	ENSG00000034677.13	RNF19A	protein_coding	2429	7139	3629	3519	2776	9480	8590	3706
515	ENSG00000034693.15	PEX3	protein_coding	812	1184	2124	755	1273	360	2071	705
516	ENSG00000034713.8	GABARAPL2	protein_coding	2514	4597	9588	1981	3574	2683	5150	2002
517	ENSG00000034971.17	MYOC	protein_coding	19	877	1	499	0	4	37	6762
518	ENSG00000035115.22	SH3YL1	protein_coding	2536	6126	3424	3181	177	4214	7284	2702
519	ENSG00000035141.8	FAM136A	protein_coding	1078	3087	6697	1494	4148	2322	8074	928
520	ENSG00000035403.18	VCL	protein_coding	11940	27692	38059	10172	27750	23661	34247	43279
521	ENSG00000035499.13	DEPDC1B	protein_coding	123	462	1115	467	1348	516	2825	55
522	ENSG00000035664.11	DAPK2	protein_coding	240	6375	189	559	351	1223	1043	472
523	ENSG00000035681.9	NSMAF	protein_coding	1538	2774	3794	1255	2314	1737	3231	1698
524	ENSG00000035687.10	ADSS2	protein_coding	1349	3486	6307	2139	3620	2149	8904	1299
525	ENSG00000035720.8	STAP1	protein_coding	98	128	44	11	2	309	61	25
526	ENSG00000035862.12	TIMP2	protein_coding	3299	26815	20021	5872	8490	10770	29515	23651
527	ENSG00000035928.16	RFC1	protein_coding	1342	4219	11677	2307	4785	2561	6034	2892
528	ENSG00000036054.13	TBC1D23	protein_coding	2379	5546	3709	2146	2717	2682	5935	1883
529	ENSG00000036257.13	CUL3	protein_coding	4761	6414	7368	2642	4086	4130	8498	2458
530	ENSG00000036448.10	MYOM2	protein_coding	3	145	146	46	31	9	76	226
531	ENSG00000036473.8	OTC	protein_coding	4	36	37	19	0	1	93	18
532	ENSG00000036530.9	CYP46A1	protein_coding	2	55	19	27	2	100	91	144
533	ENSG00000036549.13	ZZZ3	protein_coding	1221	4265	6066	1811	2962	1931	8158	2151
534	ENSG00000036565.15	SLC18A1	protein_coding	11	65	4	17	7	2	11	6
535	ENSG00000036672.16	USP2	protein_coding	675	680	173	147	750	73	1616	1938
536	ENSG00000036828.17	CASR	protein_coding	3	55	4	16	1	66	8	18
537	ENSG00000037042.9	TUBG2	protein_coding	425	1357	462	2054	833	545	2369	1450
538	ENSG00000037241.7	RPL26L1	protein_coding	343	582	1614	294	1450	584	898	223
539	ENSG00000037280.16	FLT4	protein_coding	249	1077	1509	607	607	5727	1445	1742
540	ENSG00000037474.15	NSUN2	protein_coding	2052	5338	14529	2379	7406	3500	8227	1841
541	ENSG00000037637.11	FBXO42	protein_coding	2871	3968	4091	1414	4102	1713	4321	2204
542	ENSG00000037749.12	MFAP3	protein_coding	1304	2591	3539	1102	2112	2159	3458	848
543	ENSG00000037757.14	MRI1	protein_coding	874	1429	1353	519	1366	540	1493	548
544	ENSG00000037897.17	METTL1	protein_coding	293	403	1510	241	790	678	1598	207
545	ENSG00000037965.6	HOXC8	protein_coding	30	12	700	1	56	133	654	4
546	ENSG00000038002.9	AGA	protein_coding	1293	1382	1611	409	1079	881	1529	393
547	ENSG00000038210.14	PI4K2B	protein_coding	1301	5350	3704	2515	4419	1740	4825	1529
548	ENSG00000038219.13	BOD1L1	protein_coding	2385	11530	10723	4624	5369	4621	14192	6624
549	ENSG00000038274.17	MAT2B	protein_coding	1587	5873	6345	2492	3427	3217	5038	1803
550	ENSG00000038295.8	TLL1	protein_coding	97	633	62	75	18	368	616	307
551	ENSG00000038358.15	EDC4	protein_coding	2661	6691	12700	2262	4080	4374	10904	2437
552	ENSG00000038382.20	TRIO	protein_coding	2293	8936	15641	3972	8565	6656	15415	9273
553	ENSG00000038427.16	VCAN	protein_coding	195	8108	24414	2170	6481	4458	10252	2741
554	ENSG00000038532.16	CLEC16A	protein_coding	3368	5469	4670	2756	3292	2160	9951	1774
555	ENSG00000038945.15	MSR1	protein_coding	31	263	3729	94	328	1161	798	252
556	ENSG00000039068.19	CDH1	protein_coding	28112	46503	53126	18578	81360	16850	122908	6356
557	ENSG00000039123.16	MTREX	protein_coding	2117	5644	10094	2183	5524	3299	8285	2380
558	ENSG00000039139.9	DNAH5	protein_coding	9	760	863	585	165	158	599	87
