Ensambel	Gene Name	Gene Type	Normal-1	Normal-2	Normal-3	Normal-4	Tumor-1	Tumor-2	Tumor-3	Tumor-4
43260	ENSG00000256263.1	DDX11L8	unprocessed_pseudogene	2	7	5	0	0	2	1	0
43261	ENSG00000256268.2	LINC02454	lncRNA	0	4	8	4	113	10	10	2
43262	ENSG00000256269.10	HMBS	protein_coding	589	1034	3634	415	1928	830	1969	269
43263	ENSG00000256271.1	CACNA1C-AS2	lncRNA	6	10	0	3	0	5	3	7
43264	ENSG00000256273.1	AC022511.1	lncRNA	0	0	1	0	0	4	0	1
43265	ENSG00000256274.1	TAS2R64P	transcribed_unprocessed_pseudogene	2	11	3	2	4	19	18	5
43266	ENSG00000256278.1	AC048382.1	lncRNA	1	8	9	4	1	15	20	8
43267	ENSG00000256280.1	ATP5MGP1	processed_pseudogene	0	2	4	2	0	0	5	0
43268	ENSG00000256281.1	AP003174.2	lncRNA	0	0	0	0	0	0	0	0
43269	ENSG00000256282.1	AC112694.1	transcribed_processed_pseudogene	17	65	47	15	28	44	198	20
43270	ENSG00000256283.1	METTL8P1	processed_pseudogene	5	2	6	1	1	0	2	0
43271	ENSG00000256285.1	OSBPL9P5	processed_pseudogene	0	0	0	0	0	0	0	0
43272	ENSG00000256286.2	AC078878.2	lncRNA	0	1	0	1	1	4	2	0
43273	ENSG00000256287.1	LINC02398	lncRNA	0	3	0	1	1	0	18	1
43274	ENSG00000256288.1	LINC02617	lncRNA	5	0	0	0	0	0	2	0
43275	ENSG00000256292.2	LINC02376	lncRNA	0	1	2	0	7	3	6	1
43276	ENSG00000256293.2	ATP6V1E1P3	processed_pseudogene	14	5	10	9	7	6	8	2
43277	ENSG00000256294.8	ZNF225	protein_coding	105	732	256	313	284	347	1452	274
43278	ENSG00000256298.1	AC135388.1	lncRNA	0	0	0	0	0	0	0	0
43279	ENSG00000256299.1	AC073912.2	lncRNA	0	1	0	0	0	5	13	6
43280	ENSG00000256306.1	AC007527.1	lncRNA	0	0	0	0	0	1	0	0
43281	ENSG00000256310.1	NDUFA5P6	processed_pseudogene	0	0	0	0	0	0	0	0
43282	ENSG00000256311.1	AC084880.2	lncRNA	0	0	0	0	0	0	0	0
43283	ENSG00000256312.1	AC138466.1	lncRNA	0	2	0	0	0	0	0	2
43284	ENSG00000256314.1	AC078962.3	lncRNA	2	4	3	2	0	5	16	2
43285	ENSG00000256315.1	AP000462.2	lncRNA	0	0	0	1	0	0	0	0
43286	ENSG00000256321.6	AC087235.2	lncRNA	0	0	0	0	0	0	1	0
43287	ENSG00000256325.1	AC025423.1	lncRNA	4	27	2	4	10	10	33	7
43288	ENSG00000256331.1	NIFKP3	processed_pseudogene	0	0	1	0	0	1	2	0
43289	ENSG00000256338.2	RPL41P2	processed_pseudogene	144	163	210	50	155	93	203	52
43290	ENSG00000256339.1	AC007655.1	lncRNA	0	0	0	0	0	0	1	0
43291	ENSG00000256340.8	ABCC6P1	transcribed_unprocessed_pseudogene	0	367	91	58	0	40	1314	30
43292	ENSG00000256341.1	AP006333.1	lncRNA	1	1	0	0	0	0	1	1
43293	ENSG00000256343.8	AC095350.1	lncRNA	0	0	0	0	0	0	3	1
43294	ENSG00000256346.1	AC092470.1	processed_pseudogene	0	1	0	0	0	0	0	0
43295	ENSG00000256347.1	OR8R1P	unprocessed_pseudogene	7	0	1	0	0	0	20	0
43296	ENSG00000256349.1	AP002748.5	protein_coding	0	0	0	0	0	0	0	0
43297	ENSG00000256350.1	AC243972.3	unprocessed_pseudogene	0	0	0	0	0	0	0	0
43298	ENSG00000256351.1	AC007834.2	processed_pseudogene	59	19	4	11	15	2	29	6
43299	ENSG00000256353.1	AC087258.1	processed_pseudogene	0	0	0	0	0	0	0	0
43300	ENSG00000256355.1	NTAN1P3	processed_pseudogene	0	0	11	0	0	1	7	0
43301	ENSG00000256356.1	HSPA8P5	processed_pseudogene	57	50	283	40	73	25	104	12
43302	ENSG00000256357.1	AL132708.1	lncRNA	0	0	0	0	0	1	1	0
43303	ENSG00000256358.1	RPL31P57	processed_pseudogene	0	0	0	1	0	0	2	1
43304	ENSG00000256361.1	AC027544.1	processed_pseudogene	1	17	10	10	2	15	29	5
43305	ENSG00000256362.2	LINC02375	lncRNA	0	1	0	0	0	0	0	1
43306	ENSG00000256364.1	AC069234.2	lncRNA	0	0	0	0	0	0	0	0
43307	ENSG00000256371.1	LRRC34P1	processed_pseudogene	0	1	0	0	0	0	1	0
43308	ENSG00000256372.1	AC023050.3	processed_pseudogene	0	1	0	0	0	1	0	1
43309	ENSG00000256374.2	PPIAL4D	protein_coding	1	2	4	1	2	5	1	0
43310	ENSG00000256377.6	AC009509.1	lncRNA	6	15	19	9	95	2	3	4
43311	ENSG00000256378.1	AC008011.1	unprocessed_pseudogene	0	0	0	0	0	0	0	0
43312	ENSG00000256379.2	TRAV8-5	TR_V_pseudogene	2	5	2	0	0	2	0	0
43313	ENSG00000256381.1	AC005832.1	lncRNA	1	2	0	0	0	1	5	1
43314	ENSG00000256385.1	UBE2NP1	processed_pseudogene	3	1	8	2	1	4	1	2
43315	ENSG00000256389.2	AC048352.1	lncRNA	0	0	14	0	0	4	19	0
43316	ENSG00000256393.1	RPL41P5	processed_pseudogene	264	213	311	90	399	75	184	106
43317	ENSG00000256394.3	ASIC5	protein_coding	0	1	2	1	2	0	39	0
43318	ENSG00000256399.1	AC079866.1	processed_pseudogene	8	27	6	8	8	35	141	9
43319	ENSG00000256400.1	AC018630.1	processed_pseudogene	0	2	0	0	0	1	0	0
43320	ENSG00000256403.1	AP003785.1	lncRNA	0	0	1	0	0	0	2	1
43321	ENSG00000256407.2	AL357673.1	protein_coding	1	0	1	1	0	3	1	5
43322	ENSG00000256417.1	AC006206.2	lncRNA	78	17	116	12	32	21	399	0
43323	ENSG00000256420.1	OSBPL9P4	processed_pseudogene	2	2	0	0	0	0	2	0
43324	ENSG00000256422.6	LINC02552	lncRNA	2	2	0	2	0	1	8	0
43325	ENSG00000256424.2	LINC02414	lncRNA	0	1	0	0	0	0	1	0
43326	ENSG00000256427.2	AC010175.1	lncRNA	0	3	3	1	0	0	2	2
43327	ENSG00000256433.3	AC005840.2	lncRNA	17	118	214	45	120	81	703	28
43328	ENSG00000256436.1	TAS2R31	protein_coding	2	33	6	12	0	11	40	25
43329	ENSG00000256440.1	AC019209.2	lncRNA	0	0	0	0	0	0	0	0
43330	ENSG00000256441.1	DNAJB6P5	processed_pseudogene	1	0	0	0	0	0	0	0
43331	ENSG00000256442.2	AC010186.1	lncRNA	1	0	1	0	0	1	7	0
43332	ENSG00000256443.1	AP003559.1	lncRNA	17	18	17	7	11	6	209	7
43333	ENSG00000256448.5	AP000763.3	lncRNA	2	3	8	1	0	11	13	4
43334	ENSG00000256450.1	AC007552.1	processed_pseudogene	7	0	5	7	3	9	50	2
43335	ENSG00000256452.1	AP003170.3	lncRNA	1	9	8	12	1	2	16	8
43336	ENSG00000256453.2	DND1	protein_coding	0	0	0	0	0	0	0	0
43337	ENSG00000256458.1	AC080075.1	lncRNA	0	13	1	1	0	3	6	2
43338	ENSG00000256462.1	AL732437.1	lncRNA	0	0	0	0	0	0	0	0
43339	ENSG00000256463.8	SALL3	protein_coding	0	1	0	1	0	0	1	1
43340	ENSG00000256464.1	YWHABP2	processed_pseudogene	5	29	29	11	13	10	183	20
43341	ENSG00000256465.1	AC023050.4	processed_pseudogene	0	0	0	0	0	1	0	0
43342	ENSG00000256469.1	AP002383.2	lncRNA	0	0	0	0	0	0	0	0
43343	ENSG00000256473.1	AC087260.1	lncRNA	0	0	2	0	0	0	0	0
43344	ENSG00000256474.1	TRAV11	TR_V_pseudogene	0	0	0	0	1	0	0	0
43345	ENSG00000256480.1	AC018653.2	processed_pseudogene	0	0	0	0	0	0	0	0
43346	ENSG00000256481.1	AP006333.2	lncRNA	1	5	5	5	1	5	17	4
43347	ENSG00000256482.1	AC023796.2	lncRNA	0	0	15	1	0	1	3	2
43348	ENSG00000256484.1	AC140118.1	lncRNA	1	0	0	0	0	0	0	1
43349	ENSG00000256494.1	LINC02825	lncRNA	0	0	0	0	0	0	1	0
43350	ENSG00000256496.1	AC073913.1	unprocessed_pseudogene	0	0	0	1	0	0	0	0
43351	ENSG00000256499.2	LINC02468	lncRNA	0	1	0	0	0	0	12	4
43352	ENSG00000256500.6	AL139300.1	protein_coding	0	0	0	0	0	0	0	0
43353	ENSG00000256502.1	AC073913.2	processed_pseudogene	0	0	0	0	0	0	0	0
43354	ENSG00000256504.2	AC009509.2	lncRNA	0	0	0	0	1	0	0	0
43355	ENSG00000256508.2	MRGPRF-AS1	lncRNA	1	19	1	2	0	2	2	29
43356	ENSG00000256512.1	AC009511.1	lncRNA	0	0	0	0	0	0	0	0
43357	ENSG00000256513.1	AC022081.1	lncRNA	0	2	0	0	0	1	0	1
43358	ENSG00000256514.1	AP003419.1	protein_coding	0	0	0	0	0	0	0	0
43359	ENSG00000256518.3	FOLR1P1	unprocessed_pseudogene	0	0	0	0	0	0	5	0
43360	ENSG00000256525.8	POLG2	protein_coding	212	885	807	353	420	726	1875	293
43361	ENSG00000256533.1	AP002373.2	processed_pseudogene	1	14	9	7	0	7	13	16
43362	ENSG00000256537.5	SMIM10L1	protein_coding	371	1220	1374	493	941	827	2578	1027
43363	ENSG00000256538.2	AC046130.2	lncRNA	1	10	11	5	4	1	12	6
43364	ENSG00000256540.1	AC007406.3	lncRNA	3	17	135	2	18	172	59	4
43365	ENSG00000256542.2	AC148477.2	lncRNA	0	3	1	1	0	8	37	1
43366	ENSG00000256546.2	AC156455.1	lncRNA	3	41	456	12	2	38	398	46
43367	ENSG00000256551.2	LINC02369	lncRNA	0	0	1	3	0	0	1	0
43368	ENSG00000256552.2	AC092745.2	transcribed_processed_pseudogene	4	5	0	3	0	2	15	2
43369	ENSG00000256553.1	TRAV1-2	TR_V_gene	14	2	43	0	0	23	63	1
43370	ENSG00000256557.1	AC009509.3	processed_pseudogene	1	3	3	1	2	7	7	2
43371	ENSG00000256560.1	LINC01486	lncRNA	0	1	1	0	0	0	1	0
43372	ENSG00000256563.2	NANOGNBP2	processed_pseudogene	2	0	0	1	0	0	3	0
43373	ENSG00000256564.1	AC007552.2	lncRNA	2	7	17	2	4	6	73	4
43374	ENSG00000256566.1	AL049650.1	protein_coding	0	0	0	0	0	0	0	0
43375	ENSG00000256568.2	AP002761.2	lncRNA	1	2	0	0	0	1	1	1
43376	ENSG00000256569.1	AC069234.3	lncRNA	0	0	0	0	0	0	0	0
43377	ENSG00000256571.1	AC079866.2	lncRNA	0	9	2	5	2	15	39	11
43378	ENSG00000256574.8	OR13A1	protein_coding	33	6	3	2	6	11	25	4
43379	ENSG00000256576.2	LINC02361	lncRNA	20	86	13	21	25	32	43	28
43380	ENSG00000256577.2	SLC6A12-AS1	lncRNA	0	5	0	0	0	1	6	0
43381	ENSG00000256581.1	NLRP9P1	unprocessed_pseudogene	0	1	1	0	0	1	1	0
43382	ENSG00000256582.1	LINC02390	lncRNA	0	3	2	0	0	6	4	0
43383	ENSG00000256588.1	AC027544.2	lncRNA	6	19	7	4	6	16	27	10
43384	ENSG00000256589.2	ENPP7P5	unprocessed_pseudogene	1	25	2	1	0	1	33	3
43385	ENSG00000256590.2	TRDV3	TR_V_gene	0	2	0	0	0	2	0	0
43386	ENSG00000256591.5	AP003108.2	protein_coding	21	135	55	54	18	70	368	67
43387	ENSG00000256594.8	AC010186.2	transcribed_unprocessed_pseudogene	28	51	89	20	12	44	78	23
43388	ENSG00000256596.1	AC026358.1	lncRNA	0	6	5	2	0	2	10	2
43389	ENSG00000256597.3	LINC02393	lncRNA	1	0	1	4	0	2	3	0
43390	ENSG00000256603.1	AP003170.4	lncRNA	2	13	7	6	5	7	8	4
43391	ENSG00000256609.1	AC084880.3	lncRNA	14	22	0	0	0	1	3	11
43392	ENSG00000256612.7	CYP2B7P	transcribed_unprocessed_pseudogene	5	621	55	128	3	382	4016	25
43393	ENSG00000256614.1	AK6P1	processed_pseudogene	0	0	3	1	0	0	0	0
43394	ENSG00000256615.1	AC010197.1	lncRNA	0	0	0	0	0	0	4	0
43395	ENSG00000256616.3	AP002414.2	transcribed_processed_pseudogene	33	14	32	6	14	10	34	7
43396	ENSG00000256618.2	MTRNR2L1	protein_coding	71	440	103	157	101	21	75	41
43397	ENSG00000256625.1	AC092747.2	unprocessed_pseudogene	1	4	6	3	1	4	7	4
43398	ENSG00000256626.1	AC024224.1	unprocessed_pseudogene	0	0	0	0	0	0	0	0
43399	ENSG00000256627.1	AC073651.2	processed_pseudogene	0	0	0	0	0	0	0	0
43400	ENSG00000256628.3	ZBTB11-AS1	lncRNA	96	201	310	61	310	268	369	119
43401	ENSG00000256630.1	AC090424.1	unprocessed_pseudogene	0	3	0	0	0	0	3	1
43402	ENSG00000256632.3	AC135586.2	lncRNA	0	0	2	2	0	1	2	0
43403	ENSG00000256633.1	PDE2A-AS2	lncRNA	2	2	5	0	2	15	19	1
43404	ENSG00000256637.7	LINC01965	lncRNA	0	0	0	1	1	3	0	3
43405	ENSG00000256640.1	AC023051.2	processed_pseudogene	3	1	0	2	0	0	2	2
43406	ENSG00000256642.1	LINC00273	lncRNA	1	2	1	1	7	4	4	1
43407	ENSG00000256643.1	LINC02441	lncRNA	1	0	0	0	0	0	3	0
43408	ENSG00000256646.8	AC010132.3	protein_coding	1	2	2	2	0	2	1	0
43409	ENSG00000256650.1	RERG-IT1	lncRNA	0	7	1	2	0	0	24	1
43410	ENSG00000256651.1	AC006518.1	unprocessed_pseudogene	0	4	2	5	0	0	23	2
43411	ENSG00000256654.4	AC005906.2	lncRNA	0	0	0	0	1	2	2	1
43412	ENSG00000256657.1	AC244131.1	unprocessed_pseudogene	2	19	9	18	4	15	70	16
43413	ENSG00000256658.1	AC008115.1	lncRNA	1	0	2	0	1	3	4	0
43414	ENSG00000256659.2	LINC02368	lncRNA	0	0	0	0	0	1	0	0
43415	ENSG00000256660.6	CLEC12B	protein_coding	0	7	13	3	2	4	5	2
43416	ENSG00000256661.1	A2ML1-AS1	lncRNA	8	3	0	0	12	0	0	0
43417	ENSG00000256663.1	AC112777.1	processed_pseudogene	20	33	188	36	70	48	68	14
43418	ENSG00000256664.1	AC025423.2	processed_pseudogene	0	0	0	0	0	0	0	0
43419	ENSG00000256667.6	KLRA1P	transcribed_unprocessed_pseudogene	37	604	150	137	87	78	356	166
43420	ENSG00000256670.1	AC078962.4	lncRNA	0	1	3	0	0	0	1	6
43421	ENSG00000256671.6	LIMS4	protein_coding	0	0	0	0	1	0	0	0
43422	ENSG00000256672.1	LINC02455	lncRNA	0	0	0	0	0	0	0	0
43423	ENSG00000256673.1	AC141557.1	unprocessed_pseudogene	1	60	37	27	7	55	103	12
43424	ENSG00000256674.1	AC020549.2	processed_pseudogene	0	1	2	2	0	2	0	0
43425	ENSG00000256678.1	AC025423.3	processed_pseudogene	4	1	0	0	0	0	12	1
43426	ENSG00000256681.1	CCDC58P5	processed_pseudogene	1	6	5	1	0	4	10	1
43427	ENSG00000256682.2	AC006518.2	transcribed_processed_pseudogene	2	10	3	5	1	2	41	5
43428	ENSG00000256683.7	ZNF350	protein_coding	246	900	873	280	59	218	1441	278
43429	ENSG00000256684.1	LINC02737	lncRNA	0	0	0	0	0	0	0	0
43430	ENSG00000256686.1	AC019209.3	lncRNA	0	0	0	0	0	0	0	0
43431	ENSG00000256690.1	AP001160.1	lncRNA	2	15	10	4	3	7	21	6
43432	ENSG00000256691.1	AC005908.2	lncRNA	0	0	0	0	0	0	0	0
43433	ENSG00000256694.1	AC026369.2	lncRNA	1	16	66	1	10	139	50	2
43434	ENSG00000256695.2	AC003982.1	lncRNA	0	0	0	1	0	0	0	0
43435	ENSG00000256699.1	TMEM132D-AS2	lncRNA	0	0	0	0	0	1	2	0
43436	ENSG00000256704.3	ENTR1P1	processed_pseudogene	0	0	1	0	0	0	0	0
43437	ENSG00000256705.3	AL137779.1	lncRNA	3	31	3	10	4	18	19	14
43438	ENSG00000256706.1	AC005342.2	lncRNA	0	3	0	0	0	0	16	0
43439	ENSG00000256708.1	AC007458.1	processed_pseudogene	2	0	2	0	2	1	0	0
43440	ENSG00000256709.2	CSGALNACT2P2	processed_pseudogene	0	0	0	0	0	1	1	0
43441	ENSG00000256712.1	AC134349.1	lncRNA	0	9	3	8	3	9	14	7
43442	ENSG00000256713.8	PGA5	protein_coding	0	5081	1	57083	0	0	1	243230
43443	ENSG00000256714.1	AC087318.1	lncRNA	0	0	0	0	0	0	0	1
43444	ENSG00000256717.1	LINC02698	lncRNA	0	0	0	0	1	0	0	0
43445	ENSG00000256720.1	BTG1P1	processed_pseudogene	0	2	5	2	0	0	39	0
43446	ENSG00000256721.1	CACNA1C-IT3	lncRNA	1	2	0	0	0	3	1	1
43447	ENSG00000256723.1	AP003717.3	processed_pseudogene	0	0	0	1	0	1	4	0
43448	ENSG00000256732.1	AC006065.4	lncRNA	0	1	0	0	0	1	0	0
43449	ENSG00000256733.2	AP003721.2	lncRNA	2	2	2	0	2	3	2	1
43450	ENSG00000256734.1	AC027544.3	processed_pseudogene	0	1	3	0	0	1	2	0
43451	ENSG00000256737.1	RBBP4P5	processed_pseudogene	1	6	15	1	2	1	0	2
43452	ENSG00000256739.1	AP002892.2	lncRNA	0	0	3	1	0	1	7	0
43453	ENSG00000256742.1	KDM2B-DT	lncRNA	1	12	11	11	1	5	55	5
43454	ENSG00000256745.1	ARPC3P3	processed_pseudogene	83	71	138	25	62	99	71	17
43455	ENSG00000256746.5	MADD-AS1	lncRNA	1	22	1	2	1	6	25	2
43456	ENSG00000256747.1	AC009511.2	lncRNA	2	2	1	0	3	1	6	1
43457	ENSG00000256748.1	AC005832.2	processed_pseudogene	0	0	0	0	0	1	0	0
43458	ENSG00000256750.2	LINC02423	lncRNA	0	0	0	1	0	0	0	0
43459	ENSG00000256751.6	PLBD1-AS1	lncRNA	679	651	905	200	26	218	757	187
43460	ENSG00000256752.1	HPRT1P3	processed_pseudogene	0	0	0	0	0	0	0	0
43461	ENSG00000256756.1	TIMM17BP1	processed_pseudogene	2	0	2	0	0	1	1	1
43462	ENSG00000256757.1	AP002840.1	lncRNA	0	0	0	0	1	0	3	0
43463	ENSG00000256762.1	STH	protein_coding	1	0	0	0	0	1	2	5
43464	ENSG00000256769.1	CACNA1C-AS3	lncRNA	0	0	0	0	0	1	0	1
43465	ENSG00000256771.4	ZNF253	protein_coding	203	684	835	523	27	201	1399	356
43466	ENSG00000256774.1	AC087241.1	processed_pseudogene	0	0	0	0	0	0	2	0
43467	ENSG00000256777.1	PDCL3P7	processed_pseudogene	1	1	0	1	0	0	0	0
43468	ENSG00000256779.2	AP002383.3	transcribed_processed_pseudogene	0	1	2	0	0	1	1	2
43469	ENSG00000256783.1	AC079031.1	lncRNA	0	0	0	0	0	0	3	0
43470	ENSG00000256789.1	AP000753.2	lncRNA	1	19	3	5	2	5	29	8
43471	ENSG00000256797.1	KLRF2	protein_coding	1	1	2	0	0	2	3	0
43472	ENSG00000256799.1	AC005832.3	processed_pseudogene	8	3	4	2	2	3	3	0
43473	ENSG00000256802.2	AC022613.1	lncRNA	8	451	131	168	3	490	1598	51
43474	ENSG00000256803.1	AC024224.2	lncRNA	0	0	0	0	0	1	0	0
43475	ENSG00000256804.1	AC138466.2	processed_pseudogene	0	0	0	0	0	0	0	0
43476	ENSG00000256806.6	C17orf100	protein_coding	151	226	246	63	266	119	563	39
43477	ENSG00000256810.2	AC078925.1	lncRNA	0	1	0	10	0	0	12	8
43478	ENSG00000256811.1	AC079360.1	lncRNA	1	7	0	1	0	0	14	1
43479	ENSG00000256812.2	CAPNS2	protein_coding	3157	66	5	19	566	1	3	0
43480	ENSG00000256813.1	AP000777.3	lncRNA	0	1	0	0	0	0	0	0
43481	ENSG00000256814.1	AC122688.2	lncRNA	0	0	0	0	0	1	0	0
43482	ENSG00000256817.1	TPT1P12	processed_pseudogene	0	1	6	0	3	0	6	2
43483	ENSG00000256824.1	AP000721.2	lncRNA	0	4	7	2	1	2	14	4
43484	ENSG00000256825.4	AC026786.1	protein_coding	0	0	0	0	0	0	0	0
43485	ENSG00000256826.1	ATP5MFP4	processed_pseudogene	1	9	2	0	5	10	9	0
43486	ENSG00000256827.1	AC068790.1	processed_pseudogene	2	12	1	0	2	8	36	6
43487	ENSG00000256835.1	AC005294.1	processed_pseudogene	0	0	0	0	0	0	0	0
43488	ENSG00000256837.1	CACNA1C-IT1	lncRNA	0	0	0	1	0	0	0	0
43489	ENSG00000256843.1	AC023157.1	processed_pseudogene	1	15	3	1	5	18	16	1
43490	ENSG00000256844.1	MEF2BNBP1	processed_pseudogene	0	0	0	0	0	0	0	1
43491	ENSG00000256847.1	CCND2P1	processed_pseudogene	9	0	0	0	6	0	1	0
43492	ENSG00000256849.1	TCP1P3	processed_pseudogene	10	11	81	12	25	18	33	4
43493	ENSG00000256851.1	AL663061.1	unprocessed_pseudogene	0	0	0	0	0	0	0	0
43494	ENSG00000256852.1	KNOP1P1	processed_pseudogene	0	0	0	0	0	0	0	0
43495	ENSG00000256861.1	AC048338.1	protein_coding	0	0	0	0	0	0	0	0
43496	ENSG00000256862.3	PARP11-AS1	lncRNA	5	22	0	7	1	12	19	10
43497	ENSG00000256863.1	AP001880.2	unprocessed_pseudogene	1	0	0	0	12	0	2	0
43498	ENSG00000256870.3	SLC5A8	protein_coding	10	5	0	1	0	2	1	1
43499	ENSG00000256875.2	AC079031.2	lncRNA	0	0	0	0	0	0	0	0
43500	ENSG00000256879.1	AC129102.1	lncRNA	0	0	0	0	0	0	0	0
43501	ENSG00000256884.1	AC084880.4	lncRNA	0	0	0	0	0	0	0	0
43502	ENSG00000256888.6	LINC02366	lncRNA	0	0	0	0	0	0	0	0
43503	ENSG00000256892.2	MTRNR2L7	protein_coding	1	6	2	5	0	1	5	4
43504	ENSG00000256894.1	AC022509.3	lncRNA	19	122	58	10	11	61	39	35
43505	ENSG00000256896.1	PSMC1P8	processed_pseudogene	1	0	1	0	2	0	0	0
43506	ENSG00000256897.1	AC018410.1	lncRNA	7	21	27	9	7	20	32	10
43507	ENSG00000256898.1	ARPC3P4	processed_pseudogene	12	15	9	4	8	3	17	4
43508	ENSG00000256902.1	IQSEC3P1	processed_pseudogene	1	15	1	1	0	4	6	10
43509	ENSG00000256904.1	A2ML1-AS2	lncRNA	0	1	1	0	0	1	1	1
43510	ENSG00000256906.1	LINC02419	lncRNA	0	2	0	0	0	1	1	0
43511	ENSG00000256912.1	GCNAP1	processed_pseudogene	0	0	0	0	1	0	5	0
43512	ENSG00000256913.1	AC005840.3	processed_pseudogene	8	34	32	6	12	10	31	7
43513	ENSG00000256915.2	AC090023.2	lncRNA	0	3	3	2	4	4	6	2
43514	ENSG00000256916.1	AP000851.1	lncRNA	15	0	17	0	0	1	1	0
43515	ENSG00000256917.1	AC008033.2	processed_pseudogene	0	0	0	0	0	2	0	0
43516	ENSG00000256923.1	AC084819.1	lncRNA	3	2	0	0	0	3	9	5
43517	ENSG00000256925.3	ADGRA1-AS1	lncRNA	0	0	1	0	0	0	0	2
43518	ENSG00000256928.1	AP000763.4	lncRNA	0	0	0	0	0	0	0	0
43519	ENSG00000256937.1	KRT17P8	processed_pseudogene	0	3	4	3	1	3	2439	3
43520	ENSG00000256940.2	PPP1R14B-AS1	lncRNA	22	13	8	3	40	10	31	0
43521	ENSG00000256943.1	AC148477.3	lncRNA	0	2	0	0	0	1	58	1
43522	ENSG00000256944.1	AP003721.3	lncRNA	18	15	38	1	15	21	30	14
43523	ENSG00000256947.1	AP002518.2	lncRNA	0	11	1	4	0	1	9	18
43524	ENSG00000256948.1	AC026369.3	lncRNA	0	5	26	0	1	16	5	0
43525	ENSG00000256950.2	AC069503.2	protein_coding	3	14	6	1	2	6	19	0
43526	ENSG00000256951.1	AC055876.3	transcribed_processed_pseudogene	0	0	0	0	2	0	5	0
43527	ENSG00000256955.2	AC131009.2	lncRNA	6	0	2	0	3	1	6	0
43528	ENSG00000256963.1	AC079602.2	processed_pseudogene	2	2	0	0	2	0	0	1
43529	ENSG00000256966.6	AL513165.2	protein_coding	0	0	0	0	0	0	0	0
43530	ENSG00000256967.1	AC018653.3	lncRNA	37	204	107	55	71	133	821	52
43531	ENSG00000256968.1	SNRPEP2	processed_pseudogene	18	16	23	11	23	22	26	2
43532	ENSG00000256969.2	AC084375.1	lncRNA	13	9	2	5	4	4	17	0
43533	ENSG00000256971.2	LINC00508	lncRNA	0	0	0	0	0	0	3	0
43534	ENSG00000256972.1	AP000462.3	lncRNA	1	2	0	1	0	0	2	1
43535	ENSG00000256973.1	AC053513.2	lncRNA	5	124	18	27	2	16	177	38
43536	ENSG00000256975.1	AC092821.2	processed_pseudogene	0	1	1	1	1	0	56	0
43537	ENSG00000256977.12	LIMS3	protein_coding	0	0	0	0	0	0	0	0
43538	ENSG00000256980.5	KHDC1L	protein_coding	0	0	1	1	2	1	14	0
43539	ENSG00000256981.1	AC134349.2	unprocessed_pseudogene	4	19	8	8	0	8	34	4
43540	ENSG00000256982.2	AC135782.1	lncRNA	0	63	1	14	0	18	23	5
43541	ENSG00000256984.2	AC008013.2	transcribed_processed_pseudogene	1	2	1	0	0	6	1	0
43542	ENSG00000256986.2	AC140847.3	unprocessed_pseudogene	0	0	0	0	0	0	0	0
43543	ENSG00000256987.1	AC023050.5	processed_pseudogene	2	6	2	1	0	1	13	2
43544	ENSG00000256988.2	AC005833.2	lncRNA	4	11	0	1	0	2	100	6
43545	ENSG00000256994.2	LINC02378	lncRNA	0	0	0	0	0	0	1	0
43546	ENSG00000256995.8	AC084816.1	lncRNA	6	3	1	0	4	4	25	10
43547	ENSG00000257000.1	AC137590.1	lncRNA	0	0	0	0	0	0	0	0
43548	ENSG00000257002.1	AP000438.1	lncRNA	0	3	2	1	0	0	3	1
43549	ENSG00000257004.1	AC008115.2	lncRNA	3	1	3	0	0	0	4	0
43550	ENSG00000257005.1	AC027667.1	processed_pseudogene	11	0	7	0	5	1	1	0
43551	ENSG00000257008.6	GPR142	protein_coding	13	39	6	5	2	14	11	17
43552	ENSG00000257009.1	AC022367.1	lncRNA	0	0	0	0	0	1	0	0
43553	ENSG00000257012.1	AP002383.4	unprocessed_pseudogene	0	1	0	0	0	0	0	0
43554	ENSG00000257016.1	SLC25A39P2	processed_pseudogene	0	0	0	1	0	0	26	0
43555	ENSG00000257017.9	HP	protein_coding	7	18	27	9	23	10	177	13
43556	ENSG00000257021.1	HSPE1P20	processed_pseudogene	0	0	1	1	0	0	1	0
43557	ENSG00000257022.1	AC008250.1	lncRNA	0	3	1	0	0	1	0	4
43558	ENSG00000257023.1	AC087241.2	lncRNA	0	2	6	1	0	2	2	2
43559	ENSG00000257025.1	AC023595.1	lncRNA	0	1	0	0	0	0	0	0
43560	ENSG00000257027.1	AC010186.3	lncRNA	62	189	210	50	50	78	196	48
43561	ENSG00000257035.1	AC025252.2	unprocessed_pseudogene	0	37	3	722	0	0	0	61
43562	ENSG00000257037.1	RARS1P1	processed_pseudogene	1	6	0	1	0	3	0	0
43563	ENSG00000257038.1	AP002761.3	lncRNA	12	15	25	8	15	23	525	23
43564	ENSG00000257042.1	AC008011.2	lncRNA	2	14	0	0	29	0	0	0
43565	ENSG00000257043.1	SRSF3P1	processed_pseudogene	15	18	75	8	20	22	21	11
43566	ENSG00000257045.1	AC016746.1	lncRNA	0	0	0	0	2	1	2	0
43567	ENSG00000257046.5	SLCO1B3-SLCO1B7	protein_coding	0	0	8	1	0	1	2	0
43568	ENSG00000257048.1	LINC02417	lncRNA	0	0	0	0	0	0	0	0
43569	ENSG00000257052.1	AP003721.4	lncRNA	6	9	24	14	6	5	25	10
